# data/input-40.tsp Parameters[seed=67, initialTemperature=1000.0, coolingRate=0.9955, batchSize=4000, epsilon=1.0E-5, maxBatchAttempts=6000, totalAttempts=250000000, targetAcceptance=0.99, searchTemperature=true]
seed,cost
2791812837738304204,0.2715735648197552
-5057323913944229296,0.2989522104963222
-1441919528529879853,0.2903536859184013
-8003027928954219238,0.26721424716947134
-1807536976970045493,0.2834591347129365
-5066874955572122218,0.288239769443984
-464177477355751838,0.29503484609033614
-3060694045948577087,0.2886023954776412
-1460713788963912433,0.2742528823104099
-3105075395614850231,0.28010271870242315
-5926462348639063530,0.2791660519943778
3024592149501202997,0.3055763496496604
